id	name	code	hsn	tax_pct
1013	NIVEA FRANGIPANI &OIL SOWER GEL 125ML	8904256007948		18.00
1014	NIVEA FRESH PURE SHOWER GEL 125ML	8904256007917		18.00
1015	NIVEA MEN FRESH OCEAN 150ML	8904256002882	33049990	18.00
1016	NIVEA MEN FRESH ACTIVE	8904256002820	33049990	18.00
1017	NIVEA  ALOE  HYDRATION LOTION 200ML	8904256002479		18.00
1018	NIVEA FRESH PURE SOWER GEL 250ML	8904256001076		18.00
1019	NIVIA LEMON & OIL 250ML	8904256000956	34013019	18.00
1020	NIVIA FRESH POWERFRUIT 250ML	8904256000925	34013019	18.00
1021	NIVIA WATERRLILY 250ML	8904256000659	34013019	18.00
1022	NIVEA COCOA NOURISH BODY LOTION  200ML	8904256000161	33049930	18.00
1023	NIVEA COCOA NOURISH BODY LATION 75ML	8904256000130	33049930	18.00
1024	NIVEA COCOA NOURISH BODY LOTION 400ML	8904256000109	33049910	18.00
1025	FOGG DESIRE	8904238303105	33072000	18.00
1026	FOGG TEASER	8904238303099	33072000	18.00
1027	FOGG WHITE TONE SOFT &SMOOTH  35G	8904238302955	330499	18.00
1028	FOGG ONE 120ML	8904238302269	NA	18.00
1029	FOGG CHAMPION	8904238302245	NA	18.00
1030	FOGG DYNAMIC 150ML	8904238301958	33072000	18.00
1031	FOGG EXTREME 150ML	8904238301941	33072000	18.00
1032	FOGG ABSOLUTE 150ML	8904238301934	33072000	18.00
1033	FOGG MASTER NAPOLEAN 120ML	8904238301460	NA	18.00
1034	FOGG MASTER MARCO INTENSE 120ML	8904238301453	NA	18.00
1035	FOGG CZAR 15ML	8904238301187	33030050	18.00
1036	FOGG SCENT SULTAN 30ML	8904238301170	33030050	18.00
1037	FOGG SCENT PRINCE 30ML	8904238301163	33030050	18.00
1038	FOOG SCENT TYCOON 30ML	8904238301156	33030050	18.00
1039	FOGG SCENT CZAR 30ML	8904238301149	33030050	18.00
1040	FOGG OSSUM DELIGHT 115ML	8904238300654	33030090	18.00
1041	OSSUM WATH AQUA BLOSSOM 115ML	8904238300647		18.00
1042	FOOG OSSUM PLEASURE	8904238300630	33030090	18.00
1043	FOGG OSSUM ROMANCE 115ML	8904238300623	33030090	18.00
1044	FOGG SCENT  XTREMO 100ML	8904238300104	33072000	18.00
1045	FOGG SCENT XPRESSIO 100ML	8904238300081	33072000	18.00
1046	FOGG SCENT IMPRESSIO 100ML	8904238300074	33072000	18.00
1047	PREMIER  GLUE	8904211627969	35061000	18.00
1048	PEDIA VANILA 375GM PKT	8904145912384	190110	18.00
1049	PEDIA VANILA 200GM	8904145912360	190110	18.00
1050	ENSURE PKT DIABETES (400)	8904145912315	21069091	18.00
1051	PEDIASURE 7+  VAN	8904145912025	190190	18.00
1052	PEDIA SURE ADVANC	8904145911813	210690	18.00
1053	ENSURE 400GM  PKT	8904145911622	210690	18.00
1054	ENSURE V 200G	8904145911363	19019090	18.00
1055	CAMPA BERRY KICK ENERGY DRINK	8904132976818	22029090	28.00
1056	CAMPA ENERGY DRINK GOLD BOOST 185ML	8904132976368	22029090	28.00
1057	CAMPA ORANGE 1L	8904132976252	22021090	28.00
1058	CAMPA LEMON 1L	8904132976221	22021090	28.00
1059	CAMPA COLA 1L	8904132976207	22021090	28.00
1060	CAMPA COLA 200ML	8904132976184	22029090	28.00
1061	CAMPA ORANGE 2L	8904132975538	22021090	28.00
1062	CAMPA ORANGE 500ML	8904132975507	22029090	28.00
1063	CAMPA LEMON 500ML	8904132975453	22029090	28.00
1064	CAMPA 2L	8904132975439	22021090	28.00
1065	INDEPENDENCE POHA 500GM	8904132973749	NA	5.00
1066	RASKIK MANGO BLISS	8904132973107	22029100	18.00
1067	DELUXE ASSOPTED TOFFEES	8904132972605	NA	18.00
1068	MY HOME FLOOR CLEANER FLORAL	8904132969063	38089400	18.00
1069	HOME ONE STAINLESS STEEL SCRUB	8904132966000	NA	18.00
1070	INDEPENDENCE SALT 1KG	8904132956896	25010010	5.00
1071	CAMPA JEERA UP 150ML	8904132954014	22029090	5.00
1072	INDEPENDENCE TOOR DAL 1KG	8904132953932	NA	0.00
1073	INDEPENDENCE SUPER BASMATI RICE 1KG	8904132953895	10063020	5.00
1074	INDEPENDENCE MOONG DAL 500GM	8904132953857	NA	0.00
1075	INDEPENDENCE MOONG DAL 1KG	8904132953840	NA	0.00
1076	INDEPENDENCE BRIYANI SPECIAL BASMATI RICE 1KG	8904132953741	10063020	5.00
1077	INDEPENDENCE MINERAL WATER 1.5ML	8904132953734	22011010	18.00
1078	INDEPENDENCE MINERAL WATER 750ML	8904132953727	22011010	18.00
1079	INDEPENDENCE SOYABEAN OIL 1L	8904132953666	15079010	5.00
1080	INDEPENDENCE MUSTARD OIL 1L	8904132953642	15159040	5.00
1081	CAMPA ORANGE 200ML	8904132949782	22029090	28.00
1082	CAMPA LEMON 200ML	8904132949768	22029090	28.00
1083	INDEPENDENCE CHANA DAL  1KG	8904132949058	NA	0.00
1084	INDEPENDENCE CHAKKI ATTA 5KG	8904132949010	11010000	5.00
1085	INDEPENDENCE SUGAR 1KG	8904132948341	17011200	5.00
1086	HOME ONE FLOOR WIPER	8904132933989		18.00
1087	HOME ONE COTTON MOP	8904132933903	96039000	12.00
1088	HOME ONE DUST FREE BROOM	8904132933897	96039000	12.00
1089	GRASS BROOM	8904132933873	NA	12.00
1090	GOOD LIFE SOYA MINI CHUNKS 200GM	8904132926783		18.00
1091	SAFE LIFE HAND WASH REFILL	8904132913448	34013090	18.00
1092	NAMASTE REFINED SOYA BEAN OIL	8904132900332	15079010	18.00
1093	PATANJALI PASTE 20S	8904109498800	NA	18.00
1094	PATANJALI DANT KANTI 200GM	8904109497711	33061020	18.00
1095	PATANJALI DANT KANTI 45G	8904109497100	NA	18.00
1096	ALOVERA BODY CLNG 22/-	8904109450136	34011941	18.00
1097	PATANJALI NEEM KANTI BODY CLEANSER 22/-	8904109450082	34011941	18.00
1098	ALOVERA JEL	8904109400643	34011941	18.00
1099	PENTONIC BLACK	8904106871606	NA	18.00
1100	PENTONIC BLUE	8904106857587	NA	18.00
1101	LINC GLYCER BLACK	8904106834847	NA	18.00
1102	LINC GLYCER BLUE	8904106834830	NA	18.00
1103	JK POHA 500GM	8904104779454	11052000	5.00
1104	JK HALDI JAR	8904104752266	09103030	5.00
1105	JK GOLKI	8904104729053	NA	18.00
1106	JK SARSO BLACK	8904104728018	12075090	18.00
1107	JK PANCH PHORAN	8904104725055	09109929	18.00
1108	JK SABUDANA SMALL	8904104724034	11081910	18.00
1109	JK SABUDANA BIG	8904104723037	11081910	18.00
1110	JK DHANIYA	8904104710044	09092110	5.00
1111	JK KAALA JEERA	8904104709055	09093119	5.00
1112	JK SAT-ISABGOL 50GM	8904104708058		18.00
1113	JK SARSO YELLOW	8904104706054	12075090	18.00
1114	JK POSTO SEEDS 5GM	8904104705064	12079100	18.00
1115	JK POPPY SEEDS 50GM	8904104705057	12079100	18.00
1116	JK METHI	8904104704050	09109912	18.00
1117	JK JAWAIN	8904104703053	09096139	18.00
1118	JK SAUNF	8904104702056	09096139	18.00
1119	JK JEERA 50GM	8904104701059	09093129	5.00
1120	JK JEERA GOTA 100GM	8904104701042	NA	5.00
1121	JK POHA 250GM	8904104700021	11052000	5.00
1122	MANFORCE 10 CHOCOLATE	8904103330892	40141000	12.00
1123	MANFORCE 10 STRAWBERRY	8904103330823	40141000	12.00
1124	MANFORCE 3 STRAWBERRY	8904103321388	40141000	12.00
1125	MANFORCE  3 CHOCOLATE	8904103321340	40141000	12.00
1126	MANFORCE 3 SUNNY	8904103320077	40141000	12.00
1127	GAS-O-FAST	8904103307580		18.00
1128	CANDID POWDER  L	8904091129478	30049029	18.00
1129	CANDID POWDER  S	8904091129461	30049029	18.00
1130	CANDID ACTIVE 100GM	8904091121441	33061020	18.00
1131	CANDID RENEW 100GM	8904091121427	33061020	18.00
1132	ISABGOL BAID 50GM	8904084511440	121190	18.00
1133	ONE TWO THREE FOUR AGARBATHI	8904072200127	33074100	18.00
1134	MOODS DOTED  10	8904068505793	40141010	18.00
1135	MOODS ULTRA THIN 10	8904068505779		18.00
1136	MOODS ULTRA THIN 3	8904068505762		18.00
1137	MOODS DOTED  3	8904068500040	40141010	18.00
1138	WONDER FRESS LEMON GRASS	8904053003662		18.00
1139	WONDER FRESH SANDAL FLOOR CLEANER	8904053003280	38089400	18.00
1140	WONDERFRESH JASMINE FLOOR CLEANER	8904053003228	38089400	18.00
1141	WONDER FRESH FLORAL FLOOR CLEANER	8904053002450	38089400	18.00
1142	WONDER FRESH LAVENDER FLOOR CLEANER	8904053002443	38089400	18.00
1143	WONDER FRESH LEMON	8904053002436	38089090	18.00
1144	BLACK SALT TATA	8904043908120	NA	5.00
1145	TATA SALT HIMALAYAN ROCK SALT	8904043908090	25010020	18.00
1146	TATA SHAKTI  COOKING SODA	8904043905389	28363000	5.00
1147	TAYA SALT 500G	8904043901022	25010010	5.00
1148	TATA SALT	8904043901015	25010010	5.00
1149	MODERN BAKERS LOAF 42/-	8904043553832	NA	18.00
1150	MODERN FAMILY SPECIAL BREAD BIG	8904043551524	NA	5.00
1151	MODERN FAMILY SPECIAL BREAD SMALL	8904043551463	NA	5.00
1152	MODERN PIZZA BASE 200G	8904043500843	NA	18.00
1153	MODREN CREM TREAT 10/-	8904043500119	NA	18.00
1154	GM 5 MATER FLEXIBLE WIRE LINK	8904037801673	NA	18.00
1155	TRIO 2 PIN FLEX BOX 5M	8904037800980	NA	18.00
1156	JOY SUN SPF 50+ 15ML	8904035429749		18.00
1157	JOY SUN SPF 50+ 18ML	8904035427974	33049910	18.00
1158	JOY UBTAN TAN REMOVAL FACE WASH 50ML	8904035426649	34013090	18.00
1159	JOY UBTAN TAN REMOV FACE WASH 100ML	8904035426632	34013090	18.00
1160	JOY VITAMIN C FACE WASH  50ML	8904035426625	33049920	18.00
1161	JOY VITAMIN C FACE WASH  100ML	8904035426618	33049920	18.00
1162	JOY VITAMIN C GOLW FACEWASH 150ML	8904035425178	34013090	18.00
1163	JOY UBTAN TAN REMOVAL 150ML	8904035425154		18.00
1164	JOY ACTIVATED CHARCOAL FACE  WASH 50ML	8904035423501	34013090	18.00
1165	JOY ACTIVATED CHARCOAL FACE WASH 100ML	8904035422863	34013090	18.00
1166	JOY PURE NEEM SKIN PUREFYNG 150ML	8904035421811	34013090	18.00
1167	JOY SKIN FRUITS SPOTS &TAN CLAR FACE WASH 100ML	8904035420845	33049920	18.00
1168	JOY SKIN FRUITS FACE WASH 150ML	8904035420807	33049990	18.00
1169	JOY SPOTS &TAN CLAR FACE WASH PAPAYA 50ML	8904035420784	34013090	18.00
1170	JOY SUNBLOCK &ANTI -TAN CREAM	8904035417883	NA	18.00
1171	JOY PURE NEEM FACE WASH 100ML	8904035417012	33049920	18.00
1172	JOY PURE NEEM FACE WASH 50ML	8904035417005	33049920	18.00
1173	JOY SKIN FRUIT BRIGHTENING FACE WASH 100ML	8904035416688	33049920	18.00
1174	JOY SKIN FRUIT BRIGHTENING FACE WASH  50ML	8904035416442	33049920	18.00
1175	SHAKUNTALA PINEAPPLE INCENSE CONES	8904027200127	33074100	5.00
1176	TETMOSOL SOAP 99/-	8904026626973	30049077	18.00
1177	SWARNA CHAMPA 14G	8904024501234	NA	18.00
1178	AKASH PHOOL AGARBATTI 14G	8904024500633	NA	5.00
1179	MEDMIX AYURVEDIC FREE JAR	8904018308658		18.00
1180	MEDIMIX HAND WASH	8904018308566	34013011	18.00
1181	MEDIMIX HERBS HAND WASH 675 ML	8904018308078	NA	18.00
1182	MEDIMIX SOAP   SET	8904018307965	340111	18.00
1183	MEDIMIX ICE COOL TALC	8904018306838	33073000	18.00
1184	MEDIMIX AYURVEDIC SANDAL SHOP	8904018304544	34011110	18.00
1185	MEDIMIX  LEMON ,TULSI, ALOE VERA	8904018304407	NA	18.00
1186	MADIMIX NEEM,TULSI,ALOVERA 675ML	8904018304391	NA	18.00
1187	MEDIMIX ANTI FACE WASH	8904018302748	33049990	18.00
1188	MEDIMIX AYURVEDIC  375G	8904018301680	NA	18.00
1189	MEDIMIX FACE WASH 15ML	8904018301598	33049920	18.00
1190	MEDIMIXCLASSIC 38G 50RS	8904018300782	NA	18.00
1191	MEDIMIX CLASSIC 75 G	8904018300010	NA	18.00
1192	ISABGOL SAT 100GM	8904013000014	121190	18.00
1193	HUGGIES NB -S 7KG	8904009614614	96190020	12.00
1194	HUGGIES  NB 32+4PANTS	8904009605612	10035476	12.00
1195	HUGGIES  S 30PANTS	8904009605414	96190030	12.00
1196	HUGGIES PANTS M-24+2 PANTS	8904009605407	96190030	12.00
1197	HUGGIES  L 22PANTS	8904009605391	96190030	12.00
1198	HUGGIES L 10+1	8904009605377	96190030	12.00
1199	HUGGIES  M 12+1	8904009605360	96190030	12.00
1200	HUGGIES S 14	8904009605353	96190030	12.00
1201	HUGGIES L 5+1	8904009605346	96190030	12.00
1202	HUGGIES  M 7-12KG 6PANTS	8904009605339	10035594	12.00
1203	HUGGIES  S4-8G 7PANT	8904009605322	10035593	12.00
1204	HUGGIES XL 399	8904009605285	96190020	12.00
1205	HUGGIES XL 13PANTS	8904009605230	96190030	12.00
1206	HUGGIES L9-14 KG 7PANTS	8904009605193	96190020	12.00
1207	HUGGIES NB 17+5 PANTS	8904009605186	10035527	12.00
1208	HUGGIES NB 10 PANTS 5KG	8904009605179	96190030	12.00
1209	HUGGIES XL 5PANTS	8904009604950	96190030	12.00
1210	DAIPER HUG DRY TAPE 299 MRP	8904009603977	10034996	12.00
1211	DAIPER HUG DRY TAPE NB 570	8904009603915	NA	12.00
1212	DAIPER HUG L 5	8904009603823		12.00
1213	HUGGIES PANTS S-7+3	8904009603809	96190030	12.00
1214	HUGGIES PANTS M-6+2	8904009603793	96190030	12.00
1215	HUGGIES PANTS XS-2	8904009603779	96190030	12.00
1216	HUGGIES PANTS XL-2	8904009603731	96190030	12.00
1217	HUGGIES PANTS M-5	8904009603700	96190030	12.00
1218	HUGGIES PANTS M-24+2	8904009603663	96190030	12.00
1219	HUGGIES XS 17+5	8904009603649	96190030	12.00
1220	HUGGIES PANTS S-15+5	8904009603632	96190030	12.00
1221	HUGGIES  XL 9 PANTS	8904009603601	96190030	12.00
1222	HUGGIES PANTS L- 2	8904009603564	96190030	12.00
1223	HUGGIES PANTS M-2	8904009603557	96190030	12.00
1224	HUGGIES PANTS S-2	8904009603540	96190030	12.00
1225	HUGGIES  M 7-12KG 32 PANTS	8904009602444	10033529	12.00
1226	HUGGIES PANTS S-5	8904009601256	96190030	12.00
1227	SECRET  BLING 150ML	8904006314678		18.00
1228	SECRET AURA 150ML	8904006314661	3307	18.00
1229	OURA GEL POCKET 4 40G	8904006313992		18.00
1230	SECRET GLAM 100ML	8904006313404	3307	18.00
1231	OURA PARADISE FRESHENER 220ML	8904006313374	9616	18.00
1232	OURA CITRUS MIST 220ML	8904006313367	9616	18.00
1233	OURA FLORAL BOUQUET  FRESHENER 220ML	8904006313350	9616	18.00
1234	OURA MELODY FRESHENER 220ML	8904006313343	9616	18.00
1235	SECRET CUPID 150ML	8904006312988	3307	18.00
1236	SECRET  TEMPTATION VOGUE 150ML	8904006312971		18.00
1237	SECRET BODY LOTION 400ML	8904006312773	3304	18.00
1238	WILD STONE EXCEL DEODORANT 150ML	8904006312742	33072000	18.00
1239	WILD STONE  SPORT 150ML	8904006312735	3307	18.00
1240	WILD STONE  NON -STOP  DEEEEEODORANT 150ML	8904006312728	33072000	18.00
1241	WILD STONE PARTY 150ML	8904006312711	3307	18.00
1242	WILD STONE CHIEF 100ML	8904006312704	33072000	18.00
1243	WILD STOHE BOSS 100ML	8904006312698		18.00
1244	WILD STONE KING 100ML	8904006312674	33072000	18.00
1245	WILD STONE PERFUME SET 80ML	8904006312056	33030090	18.00
1246	WILD STONE GIFT SET 120ML	8904006312032	33030090	18.00
1247	WILD STONE CODE NOIR	8904006311431	33072000	18.00
1248	WILD CODE BLEU BODY PURFUME 120ML	8904006311424		18.00
1249	WILD STONE CODE BLANC  120ML	8904006311417	33072000	18.00
1250	SECRET EAU DE PARFUM 80ML	8904006311202	3303	18.00
1251	SECRET  MYSTERY 150ML	8904006311110	3307	18.00
1252	SECRET AFFAIR 150ML	8904006311103		18.00
1253	SECRET TEMPTATION PINK 150ML	8904006308653	33072000	18.00
1254	WILD STONE IRIDIUM PERFUME	8904006307700	96032900	18.00
1255	WILDSTONE BEYOND DEO	8904006307687	33072000	18.00
1256	WILD STONE SHAVING CREAM 78G	8904006307526	33071000	18.00
1257	WILDSTONE LEGEND DEO 225G	8904006307175	33072000	18.00
1258	SECRET TEMP POCKET GREEN	8904006307045	NA	18.00
1259	SECRET TEMP POCKET BLUE	8904006307038	NA	18.00
1260	SECRET TEMP YELLOW POCKET	8904006307021	3307	18.00
1261	WILD STONE POCKET BLUE	8904006306840	NA	18.00
1262	WILD STONE RED POCKET	8904006306833	3307	18.00
1263	WILD STONE GREEN POCKET	8904006306826	NA	18.00
1264	WILD STONE EDGE PERFUME	8904006306604	33072000	18.00
1265	WILD STONE EDGE 50ML	8904006306598	3303	18.00
1266	WILD STONE EDGE DEODORANT	8904006306581	33072000	18.00
1267	WILD STONE HYDRA ENERGY	8904006306284	96032900	18.00
1268	WILD STONE HYDRA ENERGY PRF FR MEN 50ML	8904006306277	33030090	18.00
1269	WILD STONE GOLD	8904006306215	96032900	18.00
1270	WILD STONE TITANIUM	8904006306208	96032900	18.00
1271	WILD STONE PLATINUM PERFUME	8904006306192	96032900	18.00
1272	SECRET TEMTATION TE AMO PEARL 120ML	8904006305881		18.00
1273	WILD STONE  SOAP 300G	8904006304990	3401	18.00
1274	WILD STONE SOPE 500G	8904006304983	3401	18.00
1275	WILD STONE RED DEO	8904006304310	33072000	18.00
1276	WILD STONE 125G	8904006303702	3401	18.00
1277	SECRET PLAY 150ML	8904006303597		18.00
1278	WILDSTONE NIGHT RIDER DEO	8904006303405	NA	18.00
1279	WILD STONE 75G	8904006303344	NA	18.00
1280	WILD STONE125 G	8904006303290	NA	18.00
1281	SECRET TEMTATION PASSION 160ML	8904006303252	33049990	18.00
1282	SECRET ROMANCE 150ML	8904006302880	3307	18.00
1283	WID STONE SHAVING BRUSH	8904006302781	9603	18.00
1284	WILD STONE FOREST SPICE 150ML	8904006302750	33072000	18.00
1285	WILD STONE HYDRA ENERGY150ML	8904006302743	3307	18.00
1286	WILD STONE HYDRA POWDER 99/-	8904006302736	33072000	18.00
1287	WILD STONE HYDRA ENERGY POWDER	8904006302729	33072000	18.00
1288	WILD STONE SHAVING CREAM 30G	8904006302620	3307	18.00
1289	WILD STONE CHROME PERFUME	8904006302521	96032900	18.00
1290	WILD STONE CODE COPPER 120ML	8904006302514	3307	18.00
1291	WILD STONE CODE STEEL 120ML	8904006302507	33072000	18.00
1292	WILD STONE LEGEND	8904006302460	96032900	18.00
1293	WILD STONE FOREST SPICE 50ML	8904006302453	NA	18.00
1294	WILD STONE ULTRA SENSUAL 50ML	8904006302439	3303	18.00
1295	WILD STONE AFTER SHAVE LOTION 50ML	8904006302392		18.00
1296	WILD STONE FOREST SPICE PERFUME	8904006302378	96032900	18.00
1297	WILD STONE ULTRA SENSUAL PERFUME	8904006302354	33072000	18.00
1298	WILD STONE ULTRA POWDER 99/-	8904006301180	33072000	18.00
1299	WILD STONE ULTRA DEO	8904006301166	33072000	18.00
1300	WILD STONE ULTRA POWDER	8904006301111	33072000	18.00
1301	LIA POWER BAG AIR FRESHNER	8903664009193	33074900	18.00
1302	LIA POWERBAG VIOLET PETALS	8903664009179	33074900	18.00
1303	LIA POWER BAG SEASHORE	8903664009162	33074900	18.00
1304	MAMY POKO WIPES KOMAL CARE  99/-	8903622007070	33071090	12.00
1305	SOFY XXL  6PADS	8903622007063	96190010	12.00
1306	MANY POKO PANTS XXL 9PANTS	8903622006684	62034200	5.00
1307	MAMYPOKO PANTS ALL NIGHT XL 22PANTS	8903622006639	96190030	12.00
1308	MAMY POKO PANTS XL 12-17KG 6PANTS	8903622006615	96190030	12.00
1309	MAMY POKO PANTS ALL NIGHT L 26 PANTS	8903622006561	96190030	12.00
1310	MAMY POKO PANTS L 9-14KG 6PANTS	8903622006547	96190030	12.00
1311	MAMY POKO PANTS ALL NIGHT  M 7 PANTS	8903622006479	96190020	12.00
1312	MAMYPOKO PANTS S 4-8KG 36PANTS	8903622006424	96190020	12.00
1313	MAMY POKO PANTS NB 5KG 20 PANTS	8903622006332	96190030	12.00
1314	MAMY POKO PANTS M 7-12 KG 4 PANTS	8903622006165	96190020	12.00
1315	SOFY  XL 6PED	8903622006080	96190010	12.00
1316	MAMY POKO PANTS L20 PANTS 9-14KG	8903622006035	96190030	12.00
1317	MANY POKO PANTS M22  7-12KG	8903622006028	96190030	5.00
1318	MAMY POKO PANTS NB 32 PANTS 5KG	8903622006004	96190030	12.00
1319	SOFY BODYFIT RAGULAR 6 PADS	8903622005649	96190010	12.00
1320	SOFY BODYFIT XL 6PADS	8903622005632	96190010	12.00
1321	SOFY XL 370/-	8903622005625	96190010	12.00
1322	SOFY BODYFIT XL-6PCS	8903622005601	96190010	12.00
1323	MAMY POKOPANTS NB16PANTS  5KG	8903622005519	96190030	12.00
1324	MAMY POKO PANTS NB 4PANTS	8903622005496	96190020	12.00
1325	MANY POKO PANTS  S 28 PANTS 4-8KG	8903622005267	96190030	5.00
1326	SOFY ANTIBACTERIA XL 14 PADS	8903622005175	96190010	12.00
1327	SOFY ANTIBACTERIA XL 7PADS	8903622005168	96190010	12.00
1328	MAMY POKO PANTS XL 11PANTS 12-17KG	8903622004819	96190030	12.00
1329	MAMA POKO PANTS XL 6PANTS 12-17 KG	8903622004802	96190030	5.00
1330	MAMY  POKO PANTS L14  9-14KG	8903622004772	96190030	5.00
1331	MAMY POKO PANTS L7 PANTS 9-14KG	8903622004765	96190030	12.00
1332	MAMY POKO PANTS M16 7-12KG	8903622004734	96190030	12.00
1333	MAMY POKO PANTS M8 PANTS 7-12KG	8903622004727	96190030	12.00
1334	MAMY POKO PANTS  S38PANTS 4-8KG	8903622004703	96190030	12.00
1335	MAMY POKO PANTS S20PANTS 4-8KG	8903622004697	96190030	12.00
1336	MANY POKO PANTS S10 4-8KG	8903622004680	96190030	5.00
1337	LIFREE SUPER EXTRA ABSORB S2 NEW	8903622004406		18.00
1338	LIFREE SUPER EXTRA ABSORB XL2-NEW	8903622004338		18.00
1339	LIFREE SUPER EXTRA ABSORB L2 NEW	8903622004307		18.00
1340	LIFREESUPER EXTRA ABSORB M2 NEW	8903622004277		18.00
1341	MANY POKO PANTS XL4 12-17KG	8903622003737	96190030	5.00
1342	MANY POKO PANTS  S7PANTS 4-8KG	8903622003577	96190030	5.00
1343	MANY POKO PANTS L 5PANTS 9-14KG	8903622003430	62034200	5.00
1344	MANY POKO PANTS EXTRA ABSORB M 12 PANTS	8903622003256	96190030	5.00
1345	MANY POKO PANTS M6 PANTS 7-12KG	8903622003249	96190030	5.00
1346	MAMY POKO WIPES EXTRA CLEAN 72SHEETS	8903622003010	33079090	12.00
1347	MAMY POKO PANTS XL 4 PANTS	8903622002723	96190020	12.00
1348	MAMY POKO PANTS M4 PANTS	8903622002488	96190020	12.00
1349	MAMY POKO PANTS STANDER L 4PANTS	8903622002372	96190030	12.00
1350	MAMY POKO PANTS S 4-8KG	8903622002365	96190020	12.00
1351	ARTLINE SCALE 30CM	8902982001032	NA	18.00
1352	GOOD LIFE SOYA CHUNKS 200GM	8902901232363		5.00
1353	YUMMIEZ CHICKEN MOMOS 15PCS	8902756820012	16023900	18.00
1354	YUMMIEZ CHICKEN BITES	8902756800236	16010000	18.00
1355	YUMMIEZ CHICKEN POPCORN 400G	8902756671966	16010000	18.00
1356	YUMMIEZ CHEESE CORN NUGGEST 400G	8902756661943	20049000	12.00
1357	YUMMIEZ POTATO CHEESE BITES	8902756650022	20049000	12.00
1358	YUMMIEZ POTATO STARZ 400GM	8902756630017	20041000	18.00
1359	YUMMIEZ CHICKEN MEAT BALLS 250G	8902756490253	16010000	18.00
1360	YUMMIEZ CHEESY PIZZA FINGERS 250G	8902756470026	20049000	18.00
1361	YUMMIEZ CHICKEN NUGGETS 500G	8902756431102	16010000	18.00
1362	YUMMIEZ CHICKEN GARLIC FINGERS 400G	8902756421929	16010000	18.00
1363	YUMMIEZ PANEER POPS  200G	8902756390171	21069099	5.00
1364	YUMMIEZ CHICKEN &CHEESE NUGGETS 325G	8902756352056	16010000	12.00
1365	YUMMIEZ CHICKEN NUGGETS 200GM	8902756351837	16010000	18.00
1366	YUMMIEGZ CHICKEN NUGGETS 195G	8902756350229	16010000	18.00
1367	YUMMIEZ CHICKEN NUGGETS 400G	8902756350083	16010000	18.00
1368	YUMMIEZ ALOO TIKKI 415G	8902756340114	20049000	18.00
1369	YUMMIEZ  CRISPYYU VEG STICKS	8902756332010	2004900	18.00
1370	YUMMIEZ FRENCH FRIES 425G	8902756311701	20041000	18.00
1371	YUMMIEZ GREEN PEAS 500GM	8902756301795	07102100	18.00
1372	YUMMIEZ GREEN PEAS 200GM	8902756291782	07102100	18.00
1373	YUMMIEZ CHICKEN SAUSAGES 50GM	8902756250024	16010000	18.00
1374	YUMMIEZ CHICKEN PEPPER 250GM	8902756180109	16010000	5.00
1375	YUMMIEZ CHICKEN BREAKFAST SAUSAGES	8902756160019	16010000	18.00
1376	APPY FIZZ 160ML	8902579002121	NA	28.00
1377	APPY FIZZ 250ML	8902579002039	NA	28.00
1378	DOUBLEMINT CHEWY MINTS 27.3G	8902433030413	17049020	18.00
1379	ORBIT SPEARMINT FLAVOUR	8902433030383	21069099	18.00
1380	JK COPIER 70GSM A4	8902310000270	480256	18.00
1381	ANMOL TOP ROYAL 35/-	8902268015852	19059040	18.00
1382	ANMOL SWISS ROLL 10/-	8902268014695	19059040	18.00
1383	ANMOL SWISS ROLL STRABERRY	8902268014688	19059040	18.00
1384	ANMOL YUMMY CHOCO BROWNIE 10/-	8902268013742	19059040	18.00
1385	EFFECTS INCENSE STICKS LAVENDER	8902264038824	NA	5.00
1386	BLACK STONE 14G	8902264031092	NA	18.00
1387	BLACK STONE PACK	8902264028108	NA	18.00
1388	DARSHAN BLACK STONE	8902264026173	33074100	18.00
1389	BUDWEISER PEACH CAN 330ML	8902246018714	22029100	28.00
1390	HURRICANE ENERGY DRINK CAN 250ML	8902246015942	22029990	28.00
1391	BUDWISER GREEN APPLE 330ML CAN	8902246014457	22029100	28.00
1392	BUDWEISER CAN 330ML	8902246004984	22029100	28.00
1393	MARGO 10/-	8902102230595	NA	18.00
1394	MARGO 500G	8902102230519	NA	18.00
1395	MAXO COIL	8902102197447	38089191	18.00
1396	UJALA 250ML	8902102194934	NA	18.00
1397	UJALA 30ML	8902102194910	NA	18.00
1398	EXO N	8902102163633	NA	18.00
1399	RICH MARIA GOLDEN	8901928753004	19053100	18.00
1400	JEERA WONDER	8901928692006	19053100	5.00
1401	GOOGLY TWIST	8901928352504	19053100	18.00
1402	TOP GOLD	8901928302509	19053100	18.00
1403	CHATPATA SPICY	8901928272703	19053100	18.00
1404	THE TOP 1	8901928222708	19053100	18.00
1405	THE TOP 2	8901928222401	19053100	18.00
1406	CREAM CRACKER SUGAR FREE	8901928202755	19053100	5.00
1407	SNACKIES	8901928071757	19053100	18.00
1408	RICH MARIE	8901928014501	19053100	18.00
1409	MONGINIS FRUIT CAKE 200G	8901905023502	19059010	18.00
1410	MONGINIS CHOCO BAR CAKE 20/-	8901905023281	19059010	18.00
1411	RICH PLUM CAKE 300G NV	8901905023069	19059010	18.00
1412	RICH PLUM CAKE 300G V	8901905023052	19059010	18.00
1413	MONGINIS FRUIT BAR CAKE 20/-	8901905022741	19059010	18.00
