id	name	code	hsn	tax_pct
47	SHALIMAR HERBAL AGARBATTI	9185110826267	33074100	5.00
48	RED BULL125/-	90162602	322029990	28.00
49	RED BULL	9002490224844	22021090	28.00
50	MALKIST CHOKI CHOKI ROLLZ	8996001357194	18069020	18.00
51	MALKIST CAPPUCCINO BISCUIT	8996001312667	19059020	18.00
52	MALKIST SUGAR CRACKER	8996001312650	19059020	5.00
53	MALKIST CHEESE CRACKRS FMLY PACK144G	8996001312506	19053100	5.00
54	MALKIST DOUBLE  CHOCOLATEY	8996001312490	19059020	18.00
55	MALKIST DOUBLE CHOCOLATEY	8996001305706	19059020	18.00
56	MALKIST CHEESE	8996001305683	19059020	12.00
57	DRY DATES CHOARA	8987330397050	08041090	12.00
58	YUMTAM PASTA SPRING 1KG	8939998126992	19021900	12.00
59	YUMTAM PASTA MACRONI 1KG	8939998126510	19021900	12.00
60	APPALAM PAPAD	8939117927400	19059040	0.00
61	KEWRA WATER 200ML	8939111050142	33019019	18.00
62	ROSE WATER 200ML	8939111049634	33019019	18.00
63	KEWRA WATER 300ML	8939111047968	33019019	18.00
64	ROSE WATER 300ML	8939111047890	33019019	18.00
65	LOTUS SAFE SUN  FUCE WASH GEL 100G	8909250005556		18.00
66	WG GEL CREAM 35GM	8909250004870	33049990	18.00
67	LOTUS SAFE SUN SPF 5015G	8909250004771	33049990	18.00
68	SPF 60 ULTRAX MATTE 50GM	8909250004764		18.00
69	WG GEL CREAM 60GM	8909250004368	3304	18.00
70	KIDS SPF 25 100GM	8909250004146		18.00
71	SPF50 100GM	8909250004061	3304	18.00
72	NEEM F/W 120GM	8909250001145	33049990	18.00
73	TEA TREE F/W 80GM	8909250001138	3304	18.00
74	JOJOBA F/W 80GM	8909250001114	3304	18.00
75	JOJOBA F/W 120GM	8909250001107	3304	18.00
76	LOTUS JOJOBAWASH  80G	8909250001091	33049990	18.00
77	WG NIGHT CREAM 60GM	8909250000568	3304	18.00
78	WG SCURB 100GM	8909250000513	33049990	18.00
79	SPF 50 50GM	8909250000452	3304	18.00
80	SPF 40 50GM	8909250000407	3304	18.00
81	WG NIGHT CREAM 40GM	8909250000001	33049990	18.00
82	VIM LEMONS 50/-	8909106083691	34054000	18.00
83	TAAZA ELAICHI CHASKA 12M	8909106079519	09083110	5.00
84	LIFEBUOY  ICE BATH	8909106078994	34011190	18.00
85	CLOSEUP  80G	8909106071759	33061020	18.00
86	CLOSEUP 45G	8909106071612	33061020	18.00
87	CLOSEUP 45GM	8909106071599	33061020	18.00
88	SUNLIGHT 10/-	8909106069688	34025000	18.00
89	KISSAN CHATPATI HARI CHUTNEY 200G	8909106069091	21039090	12.00
90	KISSAN CHATPATI HARI CHUTNEY 100G	8909106069084	21039090	12.00
91	KISSAN TEEKHI LEHSUN MRICH CHUTNEY 100G	8909106069060	21039090	12.00
92	KISSAN IMLI KHA JOOP CHYTNEY 200G	8909106069053	21039090	12.00
93	KISSAN  IMLI KHAJOOR CHUTNEY 100G	8909106069046	21032000	12.00
94	HORLICKS 500JAR	8909106068810	19019090	18.00
95	LUX VITAMIN C+E 95/-	8909106068124	34011190	18.00
96	LUX ROSE GLOW 3+1FREE	8909106068117	34011190	18.00
97	LUX ULTIMATE GLOW JASMINE	8909106068070	34011190	18.00
98	BRU GOLD 100G	8909106067646	21011110	18.00
99	LIFEBUOY 100G	8909106066854	34011190	18.00
100	LIFE BOY SOAP 10/-	8909106066502	34011190	18.00
101	VIM BAR TUB	8909106066441	34054000	18.00
102	VIM 500G	8909106066434	34054000	18.00
103	CLINIC PLUS+ SHAMPOO 355ML	8909106066007	33051090	18.00
104	CLINIC PLUS 175ML	8909106065949	33051090	18.00
105	CLINIC PLUS STRONG &LONG + SHAMPOO 80ML	8909106065932	33051090	18.00
106	POND'S COLD CREAM  27ML	8909106064638	34013090	18.00
107	SUNLIGHT 500G	8909106064294	34025000	18.00
108	SUNLIGHT 1KGG	8909106064287	34025000	18.00
109	PONDS HYDRA CREAM 30ML	8909106063846	33049910	18.00
110	BOOST MILKSHAKE BADAM	8909106061446	19019090	18.00
111	BOOST MILKSHAKE CARAMEL	8909106061439	22029930	18.00
112	LUX SMOOTH &RADIANT 80G	8909106059986	34011190	18.00
113	POND PINK LILY	8909106057647		18.00
114	POND'S DREAMFLOWER 300G	8909106057630	33049120	18.00
115	POND ALOE COOLING	8909106057579		18.00
116	POND LAVENDER BIOOM	8909106057470		18.00
117	PONDS  MAGIC LAVENDER 40G	8909106057463		18.00
118	VASELINE LOTION 400ML	8909106056305	33049930	18.00
119	VASELINE DEEP MOISTURE  LOTION 200ML	8909106056275	33049930	18.00
120	VASELINE LOTION 85ML	8909106056251	33049930	18.00
121	VASELINE DEEP MOSTURI LOTION 40ML	8909106056237	33049930	18.00
122	KISSAN CHEF SOLUTIONS KETICHUP  930G	8909106055742	NA	12.00
123	HORLICKS  MILKSHAKE 20/-	8909106055681	22029930	18.00
124	PONDS BODY LOTION 90ML	8909106055346	33049930	18.00
125	PONDS BODY LOTION 275GM	8909106055247	33049930	18.00
126	CLOSEUP 90GM	8909106053649	33061020	18.00
127	CLOSEUP 150GM	8909106053564	33061020	18.00
128	LUX SANDAL CLEAR GLOW	8909106052260	34011190	18.00
129	SURF EXCEL MATIC FRONT LOAD 1	8909106051102	34025000	18.00
130	SURF EXCEL MATIC TL 1L	8909106051096	34025000	18.00
131	KNORR GREEN CHILLI SAUCHE 90G	8909106050945	21039020	5.00
132	KNORR DARK SOYA SAUCH 85G	8909106050938		18.00
133	KN0RR RED CHILLI SAUCH 90G	8909106050921	21039020	5.00
134	SURF EXCEL  MATIC LIQ 1L	8909106050433	34022090	18.00
135	GLOW & LOVELY RE-NEW BRIGHT 80GM	8909106049697	33049990	18.00
136	FAIR & LOVELY NEW BRIGHT	8909106049680	33049910	18.00
137	FAIR& LOVELY 25G	8909106049673	33049910	18.00
138	THE DAIRY BUTTERSCOTCH ICE CREAM 700ML	8909106048935	121050000	18.00
139	THE DAIRY CHOCOLATE 700ML	8909106048928	21050000	18.00
140	THE DAIRY MANGO ICE CREAM 700ML	8909106048898	21050000	18.00
141	THE DAIRY VANILLA ICE CREAM 700ML	8909106048881	21050000	18.00
142	KNORR MANCHOW VEG 11G	8909106048584	21041010	18.00
143	KNORR SOUP MIX VEG 10G	8909106048577	21041010	18.00
144	KNORR SOUP TOMATO 14G	8909106048553	21041010	18.00
145	SURF EXCEL BAR 10/-	8909106047242	34011941	18.00
146	PONDS BRICHT BEAUTY CREME 23G	8909106047150	33049910	18.00
147	PONDS BRIGHT BEAUTY 15GM	8909106047143	33049910	18.00
148	PONDS BRIGHT  BEAUTY 50G	8909106047129		18.00
149	PONDS 10/-	8909106047112	33049910	18.00
150	LIFEBOY EXPERT 10/-	8909106047051	34011190	18.00
151	HORLICKS PROTEIN PLUS 400G	8909106045415	21069099	18.00
152	DOVE EXFOLIATING BODY WASH 300ML	8909106045125	34013019	18.00
153	DOVE NOURISHING BODY WASH 300ML	8909106045118	34013019	18.00
154	STK CHOCO BAR 70ML	8909106045088	21050000	18.00
155	STK CHOCOLATE FEAST 70ML	8909106045071	21050000	18.00
156	ORANGE MAHABAR RS 9/-	8909106045064	NA	18.00
157	HORLICKS POUCH 450G VANILLA	8909106043916	19011090	18.00
158	RED LABEL INSTANT CHAI MIX	8909106042872	21012010	5.00
159	DOVE 40/-	8909106041868	34011190	5.00
160	SURF EXCEL BAR 250G	8909106040670	34011930	18.00
161	SURF EXCEL  150G	8909106040663	34011930	18.00
162	BOOST	8909106040175	19019090	18.00
163	LIFEBUOY 100%	8909106040120	NA	18.00
164	BUTTERSCOTCH CONE 27G	8909106038783	21050000	18.00
165	LAKME PEACHMILK 25G	8909106036918	33049910	18.00
166	DOVE INTENSE REPAIR SAMPOO 75ML	8909106036062	33051090	18.00
167	DOVE DALI SHINE SHAMPOO 75ML	8909106036055	33051090	18.00
168	DOVE SHAMPOO 75ML	8909106036048	33051090	18.00
169	SURF EXCEL EASY WASH 99/-	8909106035980	34025000	18.00
170	DOVE DAL SHN 650ML	8909106035867		5.00
171	DOVE HAIR FAL RESC 650ML	8909106035843	NA	18.00
172	DOVE INTENSE REPAIR SHAMPOO 180ML	8909106035768	33051090	18.00
173	DOVE DAILY SHINE SHAMPOO 180ML	8909106035751	33051090	18.00
174	DOVE  HAIR FALL RESCUE SHAMPO 180ML	8909106035744	33051090	5.00
175	KNORR SOUP BROCOLI 12G	8909106035256	21041010	18.00
176	WHEEL 800gm	8909106035126	34025000	18.00
177	WHEEL 400gm	8909106035102	34025000	18.00
178	MAGNUM BROWNIE 61G	8909106034952	21050000	18.00
179	MAGNUM TRUFFLE 70ML	8909106034938	21050000	18.00
180	MAGNUM ALMOND 70ML	8909106034921	21050000	12.00
181	SUNSILK KHICK &LONGSHAMPOO 180ML	8909106034167	33051090	18.00
182	SUNSILK THICK &LONG 80ML	8909106034150	33051090	18.00
183	LIRIL SOAP 28/-	8909106032958	34011190	18.00
184	STRAWBERRY VANILLA 105ML	8909106032941	21050000	18.00
185	PONDS ALOE COOLING ALOE VERA 18G	8909106032767	33049120	18.00
186	GOLDEN SPOON CHOCO VANILLA  700ML	8909106032439	21050000	18.00
187	GOLDEN SPOON MITHAI MAGIC 700ML	8909106032422	21050000	5.00
188	GOLDEN SPOON MANGO VANILLA 700ML	8909106032415	21050000	18.00
189	GOLDEN SPOON VELVETY VANILLA 700ML	8909106032408	21050000	18.00
190	MAGNUM PISTACCHIO 70ML	8909106032385	9021050000	18.00
191	PEPSODENT 10RS	8909106032101	NA	18.00
192	LIFEBUOY  LEMON 100G	8909106031432	34011190	18.00
193	LIFEBOY LEMON 10/-	8909106031401	34011190	18.00
194	PEPSODENT 2IN 1150G	8909106031128	33061020	18.00
195	PEPSODENT 2IN1 80G	8909106031111	33061020	18.00
196	GLOW & LOVELY RE-NEW BRIGHT 25GM	8909106030527	33049990	18.00
197	HELLMANNS CHEEZY JALAPNO BURST 85G	8909106030176	21039030	18.00
198	HELLMANNS ROASTED GARLIC 85G	8909106030169	21039030	18.00
199	HELLMANNS SMOKY TANDOORI 85G	8909106030152	21039030	5.00
200	DOVE DEEP REPAIR TREATMENT 10/-	8909106029453	33059090	18.00
201	POND'S LIGH CERAM 50ML	8909106027886	33049910	18.00
202	PONDS LIGHTCERAM 25ML	8909106027879	33049910	18.00
203	STK BOOM BOOM MANGO MASTI 45ML	8909106027855	21050000	18.00
204	PONDS SUPER  LIGHT CERAM 50ML	8909106027107	33049930	18.00
205	PONDS SUPER LIGHT CERA 25ML	8909106027091	33049930	18.00
206	TRESEMME HAIRFALL DEFENSE 180ML	8909106026490	33051090	18.00
207	SURF EXCEL EASY 500G	8909106026346	34025000	18.00
208	TAAZA TEA 100G	8909106026186	09023020	5.00
209	KERATIN SMOOTH 85 ML	8909106026124	33051090	5.00
210	TRESEMME KERATIN +ARGAN OIL 180ML	8909106026117	33051090	18.00
211	TRESEMME KERATIN SMOOTH SHAMPOO 340ML	8909106026100	33051090	18.00
212	HORLICKS 1KG POUCH	8909106025608	19019090	18.00
213	SURF EXCEL EASY WASH 1KG	8909106025554	34025000	18.00
214	PONDS TALC 18G	8909106025196	33049120	18.00
215	SUNSILK  SILK SMOOTH SHAMPOO 180ML	8909106025073	33051090	18.00
216	STK BOOM BOOM NUTTY BAR 50ML	8909106025059	21050000	18.00
217	POND ALOE COOLING 1	8909106024861		18.00
218	POND'S ALOE COOLING ALOE VREA 100G	8909106024854		18.00
219	HORLICKS 450G	8909106024564	19019090	18.00
220	SUNSILK BLACK SHINE	8909106023758	33051090	18.00
221	SUNSILK BLACK SHINE SHAMPOO 80ML	8909106023741	33051090	18.00
222	TWISTER PINEAPPLE	8909106023567	21050000	18.00
223	TWISTER  MANGO 65ML	8909106023550	21050000	18.00
224	PEPSODENT 100GM	8909106023024	33061010	18.00
225	PEPSODENT 200G	8909106022997	33061020	18.00
226	PEPSODENT 42G	8909106022904	33061020	18.00
227	VIM NEW 100+ 500ML	8909106022874	34025000	18.00
228	COMFORT MORNING FRESH 2L	8909106022089	35025000	18.00
229	COMFORT  MORNING FRESH 120/-	8909106022058	35025000	18.00
230	COMFORT LILY FRESH 860ML	8909106022041	35025000	18.00
231	COMFORT FABRIC CONDITIONER 860ML	8909106022034	34025000	18.00
232	COMFORT LILY FRESH 210ML	8909106022010	34025000	18.00
233	COMFORT FAB CON 210ML	8909106022003	34025000	18.00
234	COMFORT  MORNING FRESH 2L	8909106021976	35025000	18.00
235	COMFORT GARDEN FRESH 210ML	8909106021945	34025000	18.00
236	COMFORT GARDEN FRESH 860ML	8909106021938	35025000	18.00
237	COMFORT ROYALE PERFUME DELUXE	8909106020054	34025000	18.00
238	DOVE DAILY SHINE CONDITIONER 75ML	8909106019720	33059090	18.00
239	.DOVE HAIR FALL RESCUE CONDITIONER	8909106019713	33059090	18.00
240	DOVE HAIR FALL RESCUE CONDITIONER	8909106019706	33051090	18.00
241	DOVE DAILY SHINE  CONDITIONER  175ML	8909106019683	33059090	18.00
242	VIM GEL WASH 500ML	8909106018006	34025000	18.00
243	VIM LIQUID 250ML	8909106017993	3402500	18.00
244	VIM LIQUIDE BIG 750ML	8909106017986	34025000	18.00
245	VIM GEL 15/-	8909106017924	34025000	18.00
246	VIM PUDINA FRESH 110GM	8909106014879	NA	18.00
247	VASELINE COCOA GLOW 40ML	8909106014855	33049930	18.00
248	VASELINE LOTION 40ML	8909106014848	33049930	18.00
249	HORLICKS MOTHER'S PLUS 200G	8909106013513	19019090	18.00
250	HORLICKS MOTHER'S  PLUS 500G	8909106013490	19019090	18.00
251	GLOW &LOVELY FACEWASH 50G	8909106013445	34013090	18.00
252	KNORR SOUP KOREAN KIMCHI 12G	8909106011113	21041010	18.00
253	SURF EXCEL 3KG	8909106011038	34025000	18.00
254	PEPSODENT GUMCARE 70G	8909106010406	33061020	18.00
255	PEPSODENT WHITENINIG 80G	8909106010390	33061020	18.00
256	PEPSODENT GUMCARE 140G	8909106010376	33061020	18.00
257	LUX SANDAL WOOD 100G	8909106010239	NA	18.00
258	PONDS HYDRA CREAM 55ML	8909106009202	33049910	18.00
259	POND'S COLD CREAM 240ML	8909106009196	33049910	18.00
260	COMFORT DESIRE  4/-	8909106008953	34025000	18.00
261	SURF EXCEL 5KG	8909106007147	34025000	18.00
262	SURF EXCEL 500G	8909106006485	NA	18.00
263	CLOSEUP 20/-	8909106006287	33061010	18.00
264	VIM BAR MAHA TUB 500G	8909106004542	NA	18.00
265	VIM RS 5/-	8909106004528	34054000	18.00
266	LUX ULTIMATE GOLW 100G+1 UNIT	8909106003385	NA	18.00
267	LUX ULTIMATE GLOW 10/-	8909106003309	NA	18.00
268	STRAWBERRY SUNDAE	8909106003231	21050000	18.00
269	AMERICAN NUTS	8909106003088	21050000	12.00
270	SUNLIGHT MATIC LIOUID 800ML	8909106002890		18.00
271	TRESEMME HAIRFALL 185 ML	8909106002227	NA	18.00
272	TRESEMME HAIRFALL DEFENSE + SHAMPOO 85ML	8909106002197	33051090	18.00
273	TRESEMME HAIRFALL DEF SHAMP 580 ML	8909106002142	33051090	18.00
274	TRESEMME  KERATIN+ARGAN OIL CONDITIONER 190ML	8909106001466	33051090	18.00
275	TRESEMME KARATIN SMOOTH CONDITIONEL 80ML	8909106001442	33059090	18.00
276	TRESEMME KERATIN SMOOTH SHAMP 580ML	8909106001428	33051090	18.00
277	TRESEMME SMOOTH SHINE CONDITIONER 190ML	8909106001398	NA	18.00
278	TRESEMME KERATIN 185 ML	8909106001381	NA	18.00
279	TRESEMME 85ML	8909106001374	33051090	18.00
280	TRESEMME SMOOTH SHINE SHAMP 580ML	8909106001329	33051090	18.00
281	MOM'S MAGIE  32G	8909081011870	19053100	18.00
282	DARK FANTASY SWISS ROLL	8909081010552	19059010	18.00
283	TEDHE MEDHE XTRAA TEEKHA 20/-	8909081010170	21069099	5.00
284	BINGO TEDHA MEDHA  MASALA TADKA 20/-	8909081010156	21069099	18.00
285	BINGO XXX HOT & SWEET 10/-	8909081010088	21069009	18.00
286	BINGO XXX CHILLI CHEESE 10/-	8909081010040	21069099	18.00
287	BINGO XXX HOT&SPYCY 10/-	8909081010002	21069099	18.00
288	SUNFEAST MARIE LIGHT	8909081009495	NA	18.00
289	.BINGO TEDHE MEDHE MASALA TADKA	8909081009488	21069099	18.00
290	BINGO TEDHE MEDHE CHATPATA TWIST	8909081009464	2169099	18.00
291	ASHIRVAAD SOYA CHUNKS	8909081008993	NA	5.00
292	MOMS MAGIC CASHEW & ALMON 1D	8909081008221	NA	12.00
293	MOM'S MAGIC CASHW &ALMOND 190G	8909081008214	19053100	12.00
294	MOMS MAGIC CASHEW & ALMOND 35..	8909081008207	19053100	12.00
295	.MOMS MAGIC CASHEW & ALMOND	8909081008191	19053100	12.00
296	MOMS MAGIC & CASHEW 1	8909081008177	19053100	12.00
297	BINGIO  KOREAN 10/-	8909081008085	20052000	18.00
298	BINGO MASALA MASSACRE	8909081007866	21069099	18.00
299	BINGO KILLIN CREAM &ONION 20/-	8909081007828	20052000	18.00
300	BINGO KILLIN CREAM &ONION	8909081007811	20052000	18.00
301	BINGO THRILLING TOMATO 10/-	8909081007736	20052000	18.00
302	BOURBON 5/-	8909081007637	19053100	18.00
303	AASHIRVAAD SALT	8909081007408	25010010	5.00
304	BINGO POTATO CHIPS 1	8909081007149	20052000	18.00
305	BINGO POTATO CHIPS	8909081007132	20052000	18.00
306	BINGO POTATO CHIPS MAST CHILLI	8909081007125	20052000	18.00
307	CANDYMAN FRUITEE FUN	8909081006869	17049020	18.00
308	CANDYMAN FRUITEE FUNN STRAWBERRY	8909081006784	17049020	18.00
309	FRUITEE FUN GREEN APPLE	8909081006777	17049020	18.00
310	FRUITEE FUN LITCHI	8909081006760	17049020	18.00
311	YIPPEE 10/-	8909081006388	19023010	12.00
312	MAD ANGLES RS 10MYSTERY F	8909081005596	21069099	12.00
313	AASHIRVAAD MANGO LASSI 20/-	8909081005381	04039090	5.00
314	AASHIRVAAD LASSI	8909081005374	NA	5.00
315	SUNFEAST MARIE LIGHT 5/-	8909081005114	19053100	18.00
316	MOMS MAGIC CASHEW & ALMOND	8909081005091	NA	12.00
317	DARK FANTACY CHOCO FILLS 170/-	8909081005046	19053100	18.00
318	B NATURALS SHIN CHAN MIXED FRUIT 10/-	8909081004858	2209920	18.00
319	B NATURAL SHIN CHAN MANGO 10/-	8909081004841	22029920	5.00
320	AASHIRAAD CHAKKI ATTA 1KG	8909081004834	21061000	5.00
321	SUNFEAST WOWZERS LEMON 5/-	8909081004100		18.00
322	DARK FANTASY CHOCOLATE CREAM 10/-	8909081003851	19053100	18.00
323	DARK FANTASY VANILLA CREAM 10/-	8909081003844	19053100	18.00
324	CANDYMAN CHOCO DOUBLE	8909081003769	18069020	18.00
325	CHEESE WOWZERS 128G	8909081003394	19053100	18.00
326	SUNFEAST WOWZERS CHEESE 5/-	8909081003387	19053100	12.00
327	MOM MAGIC SHINE BUTTER 30/-	8909081003370	19053100	18.00
328	MOMS MAGIC SHINES	8909081003363	19053100	18.00
329	SUNFEAST CAKES SLICED	8909081003158	19059010	18.00
330	SUNFEAST SLICED MIXED FRUIT 10/-	8909081003141	19059010	18.00
331	SUNFEAST SLICED CHOCO 30/-	8909081003134	19059010	18.00
332	SUNFEAST SLICED MIXED FRUIT	8909081003127	19059010	18.00
333	TEDHEMEDHE RS 20 XTRAATEE	8909081003073	21069099	12.00
334	TEDHEMEDHE RS10 XTRAATEE	8909081003066	21069099	12.00
335	FANTASTIK   5/-	8909081002199	19053290	18.00
336	BINGO HIMALAYAN PINK SALT	8909081002083	20052000	18.00
337	BINGO ORIGINAL 10/	8909081002076	20052000	18.00
338	FANTASTIK 5/-	8909081001970	19053290	18.00
339	AASHIRVAAD SOYA CHUNKS 210/-	8909081001871	21061000	5.00
340	AASHIRVAAD SOYA CHUNRS RS 10	8909081001857	NA	5.00
341	MINTO FRESH 350G	8909081001758	NA	18.00
342	BIUNCE DAY N NIGHT 5/-	8909081001208	19053100	18.00
343	BOUNCE CREAM ORANGE 5/-	8909081001147	19053100	18.00
344	SUNFEAST BOUNCE 5/-	8909081001130	19053100	18.00
345	BOUNCE CHOCO TWIST 5/-	8909081001123	19053100	18.00
346	CANDYMAN SOURZ	8909081000997	17049020	18.00
347	SUNFEAST OATS & RAISINS 30/-	8909081000683	19053100	18.00
348	FARMLITE OATS & ALMONDS 30/-	8909081000676	19053100	18.00
349	DARK FANTACY SANDWICH CREME 100/-	8909081000324	19053100	18.00
350	DARK FANTACY CHOCOLATE 100/-	8909081000263	19053100	18.00
351	MAGGI MASALA & MAGIC 5/-	89080795	09109100	12.00
352	MAGGI MGC MSLA	89080672	NA	12.00
353	RICH TOMATO KETCHUP 190G	89080658	NA	12.00
354	NESCAFE ICED LATTE CAN 50/-	89080528	22029930	18.00
355	NESCAFE CLASSIC LATTE	89080498	22029930	18.00
356	NESCAFE CHOCO LATTER CND 20ML	89080481	22029930	18.00
357	NESCAFE ICED FRAPPE CAN 50/-	89080474	22029930	18.00
358	MAGGI HOT AND SWEET CHILI SAUCE 80/-	89080443	NA	12.00
359	24 ENERGY MOSQ BAT	8908026297010	NA	18.00
360	JAC OIL 500ML	8908024345034	30049011	18.00
361	JAC OLIVOL BODY OIL 300ML	8908024345027	30049011	18.00
362	JAC OLIVOL BODY OIL 200ML	8908024345010	30049011	18.00
363	JAC OLIVOL  BODY OIL 100ML	8908024345003	30049011	18.00
364	ziggy donut	8908020415212	NA	18.00
365	ZIGGY DONUT CAKE CHOCO 102GM	8908020415106	19059090	18.00
366	ZIGGY DONUT CAKE	8908020415014	1905	18.00
367	4X GLASS CLOTH	8908019978322	63029190	18.00
368	METRO GOLD BURGER BUN	8908019491418	NA	5.00
369	MATRO GOLD BROWN BREAD 200G	8908019491043	NA	5.00
370	DULAL PALM CANDY 100G	8908018845052	NA	18.00
371	TALMISRI 200GM	8908018845045	19053211	5.00
372	TALMISRI 500GM	8908018845021	19053211	5.00
373	DULAL TALMISRI 1KG	8908018845014	19053211	5.00
374	TALMISRI 100GM	890801845052		5.00
375	SKINSTONE WHITE TEA	8908017470057		5.00
376	COCOA VANILLA HW	8908017470033	NA	18.00
377	NEEM TURMERIC HW	8908017470019	09103020	5.00
378	LAVANDER HW	8908017470002	NA	18.00
379	MASTER CHOW INSTANT NOODLES 100G	8908016793751	NA	12.00
380	MAGGIE MAGIC MASALA 5RS	89080153	NA	12.00
381	NESCAFE CLASSIC 90 GM	89080146	21011120	18.00
382	LAHORI ZEERA  300ML	8908013982882	NA	18.00
383	TRUFFLES PREMIUM CHOCOLATE	8908013967650	NA	18.00
384	CHAPPAN BHOG MAKHANA 250GM	8908013413256	19041090	5.00
385	HIMGANGE AYURVEDIC OIL	8908011035030	NA	18.00
386	PRO SKIN NEEM ALOEVERA WIPES	8908010238289	NA	18.00
387	PET SAFA GRANULES 200GM	8908009149176		18.00
388	SHAREAT fOOCHKA	8908009082855	19059030	18.00
389	SREE GHEE 100ML	8908007827076	04059020	12.00
390	SREE GHEE 200ML	8908007827069	04059020	12.00
391	SREE GHEE 500ML	8908007827052	04059020	12.00
392	SREE GHEE 1KG	8908007827045	04059020	12.00
393	BONEE FEEDER  S	8908006515240	392690	18.00
394	BONEE FEEDER  L	8908006515233		18.00
395	POLO 5/-	89080061	17049090	18.00
396	JAC OIL 300ML	8908005977025	30049011	18.00
397	HARI PATTI ROYAL 1KG	8908004927007	NA	18.00
398	DOMS AQUA COLOUR	8908004279397	32131000	18.00
399	DOMS OIL PASTEL 12 SHADES	8908004279083	NA	18.00
400	YELLOW MUSTARD WHOLE G	8908003623177	12075090	18.00
401	DNV BLACK PEPPER 100GM	8908003623153	09041110	5.00
402	DNV BLACK PEPPER 50G	8908003623078	09041130	5.00
403	JHARNA GHEE 50GM	8908003463032	04059020	12.00
404	JHARNA GHEE 100GM	8908003463025	04059020	12.00
405	JHARNA GHEE 250GM	8908003463018	04059020	12.00
406	JHARNA GHEE 500GM	8908003463001	04059020	12.00
407	TATA SOULFUL RAGI BITES 6 PACKS	8908002984590		18.00
408	RED COW VERMICELLI	8908002753592	19023010	12.00
409	TIM TIM WALNUTS 500GM	8908002180398	NA	18.00
410	DOLLAR WALNUT	8908002180329	NA	12.00
411	PET SAFA GRANULER 120GM	8908001753722	30049011	18.00
412	OCEAN MANGO FLAVOUR	8908001658065	NA	18.00
413	OCEAN APPLE FLAVOUR	8908001658058	NA	18.00
414	OCEAN GUAVA FLAVOUR	8908001658034		18.00
415	COOKME GINGER GARLIC PASTE 5/-	8908001487306	NA	5.00
416	WHITE TONE CREM 50GM	8908001158992	330499	18.00
417	FOGG PARADISE 150ML	8908001158923	33072000	18.00
418	FOGG MEN DEO MAJESTIC 120ML	8908001158497	33072000	18.00
419	WHITE TONE  FACE CREAM 25G	8908001158381	330499	18.00
420	FOGG WOMEN DEO PARADISE 120ML	8908001158350	33072000	18.00
421	FOOG ROYAL	8908001158312	33072000	18.00
422	FOGG MEN DEO MARCO 120ML	8908001158305	33072000	18.00
423	FOGG WHITE TONE FACE POWDER 50G	8908001158299	330491	18.00
424	FOGG MEN DEO NAPOLENO	8908001158244	33072000	18.00
425	FOGG WHITE TONE FACE POWDER 30G	8908001158077	330491	18.00
426	FOGG WHITE TONE FACE POWDER 70G	8908001158022	330491	18.00
427	THE ONLY BLACK PEPPER	8908001105903	NA	5.00
428	ONLY CASSIA NEED TAJ 40G	8908001105880	09061110	18.00
429	THE ONLY CLOVE 50GM	8908001105699	NA	5.00
430	ONLY SESAME SEEDS 100G	8908001105637		18.00
431	ONLY METHI DANA 100G	8908001105576		18.00
432	ONLY CHILLI FLAKES	8908001105231	NA	5.00
433	ONLY OREGANO	8908001105149	NA	18.00
434	OLIVANA	8908000863538		18.00
435	OLIVANA OIL CAN	8908000863514	NA	18.00
436	SIL VINEGAR	8908000420748	NA	12.00
437	SIL SOY SAUC	8908000420144	NA	18.00
438	SIL RED CHILLI SAUCE200G	8908000420137	NA	12.00
439	SIL  GR CHILI SAUC	8908000420120	NA	18.00
440	SIL MIX FRUIT JAM	8908000420045	NA	12.00
441	COOKME TURMERIC POWDER 500GM JAR	8908000412170	NA	5.00
442	COOKME DHANIYA POWDER 50GM	8908000412064		5.00
443	SALTY PEANUT 50G	8908000296442	20081920	5.00
444	MUKHAROCHAK MASALA MURI 70/-	8908000296374	210690	5.00
445	MUKHAROCHAK DHANIA CASHEWNUTS	8908000296329	NA	5.00
446	BHUJIA 25GM	8908000296152	210690	12.00
447	CHIRA BHAJA 25G	8908000296121	210690	18.00
448	SWEET N SOUR 25G	8908000295988	210690	5.00
449	SPECIAL PAPRI 25G	8908000295971	210690	18.00
450	KABULI CHOLA	8908000295933	210690	18.00
451	LITE CHIRA 200G	8908000295902	210690	5.00
452	MUKHARACHAK CHANACHUR 400G	8908000295797	21069099	12.00
453	MUKHAROCHAK SPECIAL PAPRI 400G	8908000295780	210690	5.00
454	SALTED PEANUTS 25G	8908000295698	20081920	5.00
455	MUKHAROCHAK BHUJIA  200G	8908000295537	210690	12.00
456	MUKHAROCHAK SPECIAL PAPRI 70/-	8908000295384	21069099	18.00
457	MUKHOROCHAK NIMKI SPICY SNACKS	8908000295285	21069091	18.00
458	CHOWKHAS 200GM	8908000295278	210690	12.00
459	SALTED PEANUTS 100G	8908000295230	20081920	5.00
460	MUKHOROCHAK SALTY PEANUT 200G	8908000295223	21061000	5.00
461	MUKHOROCHAK MOMENTS  NUTS 50G	8908000295216	2106100	18.00
462	MUKHAROCHAK CHIRA BHAJA 200G	8908000295186	210690	18.00
463	MOONG DAL 25G	8908000295155	210690	0.00
464	BHELPURI 25G	8908000295117	210690	12.00
465	BHELPURI 200G	8908000295094	210690	12.00
