id,code,name,old_hsn,new_hsn,old_mrp,new_mrp,old_sale_price,new_sale_price,old_purchase_price,new_purchase_price,old_tax_pct,new_tax_pct
283,8909081010170,TEDHE MEDHE XTRAA TEEKHA 20/-,21069099,21069099,20.00,20.00,20.00,20.00,18.00,16.10,12.00,5.00
307,8909081006869,CANDYMAN FRUITEE FUN,17049020,17049020,65.00,70.00,65.00,65.00,60.00,60.00,18.00,5.00
313,8909081005381,AASHIRVAAD MANGO LASSI 20/-,04039090,04039090,20.00,20.00,20.00,20.00,17.50,16.97,5.00,5.00
319,8909081004841,B NATURAL SHIN CHAN MANGO 10/-,22029920,22029920,10.00,10.00,10.00,10.00,9.00,7.49,12.00,5.00
351,89080795,MAGGI MASALA & MAGIC 5/-,09109100,09109100,5.00,5.00,5.00,5.00,4.00,4.50,18.00,5.00
354,89080528,NESCAFE ICED LATTE CAN 50/-,22029930,22029930,50.00,50.00,50.00,50.00,44.44,44.45,18.00,5.00
421,8908001158312,FOOG ROYAL,33072000,33072000,213.75,213.75,213.75,213.75,147.00,147.46,18.00,18.00
448,8908000295988,SWEET N SOUR 25G,210690,210690,10.00,10.00,10.00,10.00,8.00,8.00,18.00,5.00
451,8908000295902,LITE CHIRA 200G,210690,210690,57.00,60.00,57.00,57.00,43.90,48.00,5.00,5.00
453,8908000295780,MUKHAROCHAK SPECIAL PAPRI 400G,210690,210690,120.00,128.00,120.00,125.00,97.90,110.40,18.00,5.00
460,8908000295223,MUKHOROCHAK SALTY PEANUT 200G,21061000,21061000,67.00,70.00,67.00,67.00,55.90,56.00,18.00,5.00
468,8908000295049,SWEET N SOUR 200G,210690,210690,35.00,36.00,35.00,35.00,29.60,28.80,18.00,5.00
470,8908000295018,MUKHOROCHAK 100G,21069099,21069099,35.00,35.00,35.00,35.00,29.60,28.80,18.00,5.00
484,8907083131022,MAKHANA PERI PERI MASALA 12G,NA,NA,20.00,20.00,20.00,20.00,18.00,17.00,5.00,5.00
487,8907065243040,PURAMATE BAKING POWDER 400G,NA,NA,80.00,85.00,80.00,80.00,68.00,72.25,18.00,5.00
551,8906130900079,ORION CHOCOPIE,19059090,19059090,9.00,9.00,9.00,9.00,8.00,6.87,18.00,5.00
633,8906069570022,SATEYENDRA SATTO 500 GM,11063090,11063090,92.00,92.00,82.00,82.00,73.50,71.00,5.00,0.00
634,8906069570015,SALYENDRA SATTO 100,11063090,11063090,37.00,37.00,35.00,35.00,29.20,29.20,5.00,0.00
700,8906032016571,NUTRELA SOYA CHUNKS 200GM,21061000,21061000,47.00,50.00,47.00,47.00,40.00,38.10,5.00,5.00
729,8906016579993,HOE LITE MATCHIS BOX 10/-,NA,NA,10.00,10.00,10.00,10.00,7.00,7.88,5.00,5.00
811,8906008812824,FORTUNE INDORI POHA 500GM,19041020,19041020,65.00,75.00,65.00,65.00,45.10,42.99,5.00,5.00
813,8906008812084,FORTUNE SUJI 200G,11031120,11031120,15.00,20.00,15.00,16.00,10.70,11.00,5.00,5.00
820,8906007285018,FORTUNE CHANA BESAN 500GM,11063090,11063090,65.00,85.00,65.00,65.00,54.00,54.99,5.00,5.00
821,8906007285001,FORTUNE CHANA 200G,11063090,11063090,30.00,35.00,30.00,30.00,24.00,22.99,18.00,5.00
827,8906007280952,FORTUNE KACHI GHANI MUSTARD OIL 1L,15159040,15159040,170.00,205.00,170.00,175.00,166.00,169.99,5.00,5.00
1162,8904035425178,JOY VITAMIN C GOLW FACEWASH 150ML,34013090,34013090,225.25,285.00,225.25,250.00,132.50,213.74,18.00,18.00
1163,8904035425154,JOY UBTAN TAN REMOVAL 150ML,,,251.75,2855.00,251.75,250.00,0.00,213.74,18.00,18.00
1164,8904035423501,JOY ACTIVATED CHARCOAL FACE  WASH 50ML,34013090,34013090,90.00,99.00,90.00,90.00,74.20,74.25,18.00,18.00
1166,8904035421811,JOY PURE NEEM SKIN PUREFYNG 150ML,34013090,34013090,195.50,255.00,195.50,240.00,115.00,191.24,18.00,18.00
1168,8904035420807,JOY SKIN FRUITS FACE WASH 150ML,33049990,33049990,245.00,255.00,245.00,245.00,1225.60,191.24,18.00,18.00
1169,8904035420784,JOY SPOTS &TAN CLAR FACE WASH PAPAYA 50ML,34013090,34013090,80.00,90.00,80.00,80.00,67.50,67.50,18.00,18.00
1172,8904035417005,JOY PURE NEEM FACE WASH 50ML,,,80.00,78.00,80.00,75.00,63.75,63.75,18.00,18.00
1206,8904009605193,HUGGIES L9-14 KG 7PANTS,,,87.40,92.00,87.40,87.40,64.00,67.48,12.00,5.00
1207,8904009605186,HUGGIES NB 17+5 PANTS,10035527,10035527,175.75,185.00,175.75,175.75,135.60,135.67,12.00,5.00
1209,8904009604950,HUGGIES XL 5PANTS,96190030,96190030,79.80,84.00,79.80,79.80,61.60,61.60,12.00,5.00
1228,8904006314661,SECRET AURA 150ML,3307,3307,187.00,220.00,187.00,187.00,130.00,130.09,18.00,18.00
1229,8904006313992,OURA GEL POCKET 4 40G,,,220.00,260.00,220.00,220.00,169.56,143.70,18.00,18.00
1256,8904006307526,WILD STONE SHAVING CREAM 78G,,,65.00,67.00,65.00,65.00,49.31,46.90,18.00,5.00
1262,8904006306833,WILD STONE RED POCKET,3307,3307,70.00,70.00,70.00,65.00,60.80,51.69,18.00,18.00
1265,8904006306598,WILD STONE EDGE 50ML,3303,3303,361.25,425.00,361.25,361.25,240.00,221.75,18.00,18.00
1273,8904006304990,WILD STONE  SOAP 300G,3401,3401,103.00,107.00,103.00,103.00,93.30,88.94,18.00,5.00
1274,8904006304983,WILD STONE SOPE 500G,3401,3401,165.00,174.00,165.00,160.00,151.80,144.62,18.00,5.00
1288,8904006302620,WILD STONE SHAVING CREAM 30G,3307,3307,35.00,36.00,35.00,35.00,29.00,27.42,18.00,5.00
1289,8904006302521,WILD STONE CHROME PERFUME,96032900,96032900,233.75,275.00,233.75,233.75,185.30,185.33,18.00,18.00
1294,8904006302439,WILD STONE ULTRA SENSUAL 50ML,3303,3303,361.25,425.00,361.25,361.25,240.00,221.73,18.00,18.00
1414,8901905022291,MONGINIS CHEESE STRAW PREMIUM  QUALITY 175G,19059020,19059020,58.00,60.00,58.00,58.00,49.60,49.68,12.00,5.00
1421,8901905021300,MONGINIS SWISS ROLL STAAWBERRY CAKE 100G,19059010,19059010,45.00,40.00,45.00,40.00,31.08,33.12,18.00,5.00
1426,8901905020716,MONGINIS MUFFINS FRUIT CAKE 10/-,19059010,19059010,10.00,10.00,10.00,10.00,8.20,8.29,18.00,5.00
1427,8901905020693,MONGINIS CHOCOLATE CAKE 10/-,19059010,19059010,10.00,10.00,10.00,10.00,8.20,8.29,18.00,5.00
1430,8901905000312,MONGINIS SLICE CAKE CHOCOLATE 30G,19059010,19059010,10.00,10.00,10.00,10.00,9.00,8.29,28.00,5.00
1431,8901905000299,MONGINIS SLICE CAKE VANILLA 30G,19059010,19059010,10.00,10.00,10.00,10.00,9.00,8.29,28.00,5.00
1432,8901888090348,REAL FRUIT POWER ORANGE 1L,22029920,22029920,115.00,122.00,115.00,115.00,97.40,97.45,12.00,5.00
1433,8901888040350,REAL MIXED FRUIT 1L,NA,NA,115.00,122.00,115.00,115.00,99.00,97.45,12.00,5.00
1434,8901888030351,REAL FRUIT PINEAPPLE 1L,22029920,22029920,120.00,130.00,120.00,120.00,99.54,103.84,12.00,5.00
1444,8901888004833,REAL FRUIT MOSAMBI 1L,22029920,22029920,115.00,122.00,115.00,115.00,97.40,97.45,12.00,5.00
1445,8901888002563,REAL FRUIT POWER GRAPE,220299220,220299220,115.00,120.00,115.00,115.00,95.80,95.86,12.00,5.00
1446,8901888000347,REAL FRUIT CRANBERRY 1L,22029920,22029920,125.00,132.00,125.00,125.00,105.40,111.84,12.00,5.00
1485,8901786760251,EVEREST GINGER GARLIC PASTE 5/-,21039010,21039010,5.00,5.00,5.00,5.00,4.00,3.50,5.00,5.00
1490,8901786431014,EVEREST CORIANDER POWDER,090922,090922,40.00,40.00,40.00,40.00,33.00,33.30,5.00,5.00
1492,8901786425013,EVEREST  TURMERIC POWDER 500G,091030,091030,198.00,230.00,198.00,200.00,152.90,191.50,5.00,5.00
1494,8901786421015,EVEREST TURMERIC POWDER 100G,091030,091030,45.00,46.00,45.00,45.00,38.30,38.30,5.00,5.00
1498,8901786395019,EVEREST TIKHALAL CHILLI POWDER 500G,090422,090422,256.50,290.00,256.50,256.50,225.00,241.50,5.00,5.00
1500,8901786391011,EVEREST TIKHALAL CHILLI POWDER 100G,090422,090422,52.00,60.00,52.00,60.00,40.91,50.00,5.00,5.00
1505,8901786260508,EVEREST BLACK PEPPER 50GM,09041140,09041140,76.00,92.00,76.00,85.00,65.00,77.30,5.00,5.00
1506,8901786241019,EVEREST CUMIN POWDER 100G,090932,090932,85.00,91.00,85.00,85.00,76.50,76.50,5.00,5.00
1512,8901786140251,EVEREST SHAHI BRIYANI MASALA 25GM,NA,NA,42.00,43.00,42.00,42.00,36.00,36.10,5.00,5.00
1513,8901786130504,EVEREST SABJI MASALA 50GM,09109990,09109990,38.00,39.00,38.00,38.00,32.80,32.80,5.00,5.00
1519,8901786060504,EVEREST CHAAT MASALA 50GM,09109990,09109990,44.00,45.00,44.00,44.00,37.00,37.80,5.00,5.00
1585,8901764092800,MAAZA 250ML,22029020,22029020,20.00,20.00,20.00,20.00,17.00,17.24,28.00,28.00
1587,8901764092206,MAAZA 35/-,22029020,22029020,35.00,35.00,35.00,35.00,31.80,31.08,28.00,5.00
1594,8901764052538,LIMCA  740ML,,,35.00,35.00,35.00,35.00,31.80,31.25,28.00,40.00
1601,8901764042812,THUMS UP 740ML,22021010,22021010,35.00,35.00,35.00,35.00,31.80,31.25,28.00,40.00
1606,8901764032967,SPRITE  LEMON 740ML,,,35.00,35.00,35.00,35.00,31.80,31.25,28.00,40.00
1612,8901764022913,FANTA 250ML,22021010,22021010,10.00,20.00,10.00,10.00,8.00,17.61,28.00,40.00
1674,8901748009299,KASOORI METHI PACKET 10/-,09093000,09093000,10.00,10.00,10.00,10.00,8.00,8.00,18.00,5.00
1695,8901725961213,NIMYLE NEEM CITRO 890ML,38089400,38089400,103.00,110.00,103.00,105.00,92.00,92.00,18.00,18.00
1696,8901725961206,NIMYLE WHITE 500ML,38089400,38089400,63.00,64.00,63.00,63.00,52.40,53.53,18.00,18.00
1705,8901725928476,FIAMA SHOER GEL PATCHOULI N MACADAMIA 250ML,34022090,34022090,189.05,199.00,189.05,189.05,0.00,97.69,18.00,5.00
1706,8901725928377,FIAMA SHOWER GEL BLACK CURRENT 250ML,34013090,34013090,120.00,149.00,120.00,120.00,81.20,98.88,18.00,5.00
1707,8901725928070,FIAMA PEACH &AVOCADO SHOWER GEL 250ML,33073090,33073090,120.00,149.00,120.00,120.00,81.20,98.88,18.00,5.00
1717,8901725121143,AASHIRVAAD SHUDH CHAKKI ATTA 1KG,11010000,11010000,55.00,56.00,55.00,55.00,50.00,46.48,5.00,5.00
1718,8901725121129,AASHIRVAAD SHUDH CHAKKI ATTA 5KG,11010000,11010000,240.00,283.00,240.00,240.00,284.50,229.30,5.00,5.00
1719,8901725118921,BINGO TEDHE MEDHE MASALA TADKA,21069099,21069099,20.00,20.00,20.00,20.00,15.00,16.10,12.00,5.00
1739,8901725016265,DARK FANTASY  BOURBON 63G,19053100,19053100,10.00,10.00,10.00,10.00,9.00,8.87,18.00,5.00
1751,8901725013790,BINGO MAD ANGLES MASALA 20/-,21069099,21069099,20.00,20.00,20.00,20.00,16.00,16.10,12.00,5.00
1759,8901725013684,BINGO MAD ANGLE ACHARI MASTI,21069099,21069099,20.00,20.00,20.00,20.00,15.00,16.10,12.00,5.00
1764,8901725007522,BINGO CREAM ONION 10/-,19059020,19059020,10.00,10.00,10.00,10.00,7.40,9.00,12.00,5.00
1797,8901719137068,HIDE & SEEK CHOCO CHIP,19059020,19059020,9.00,9.00,9.00,9.00,8.00,8.04,18.00,5.00
1806,8901719135156,PARLE MONACO CLASSIC MRP 40/,19059020,19059020,35.00,35.00,35.00,35.00,31.20,31.25,18.00,5.00
1809,8901719134852,PARLE G,19059020,19059020,9.00,10.00,9.00,10.00,8.10,9.18,18.00,5.00
1814,8901719130854,MELODY CHOCOLATY 45/-,18069010,18069010,45.00,45.00,45.00,45.00,40.10,40.18,18.00,5.00
1817,8901719129988,PARLE HAPPY HAPPY MRP 5/,19059020,19059020,5.00,5.00,5.00,5.00,4.00,4.46,18.00,18.00
1820,8901719123870,PARLE -G 250G,19059020,19059020,27.00,30.00,27.00,27.00,24.20,27.27,18.00,5.00
1824,8901719121661,PARLE 20-20 BUTTER COOKIES  150G,19059020,19059020,22.00,22.00,22.00,22.00,19.80,19.65,18.00,5.00
1825,8901719119903,TOP RICH BUTTERY CRACKERS 250G,19059020,19059020,30.00,30.00,30.00,30.00,26.80,26.80,18.00,5.00
1826,8901719119385,PARLE 20-20 NICE MRP 9/-,19059020,19059020,9.00,9.00,9.00,9.00,8.00,8.03,18.00,18.00
1827,8901719119293,ORANGE BITE,,,50.00,47.00,50.00,45.00,39.00,39.34,18.00,5.00
1834,8901691024752,EVEREADY ULTIMA AAA,NA,NA,22.00,25.00,22.00,22.00,13.00,15.10,18.00,18.00
1835,8901691024745,EVEREADY ULTIMA AA,NA,NA,22.00,25.00,22.00,22.00,13.27,15.10,18.00,18.00
1861,8901595863051,SMITH AND JONES PASTA MASALA 5/-,09109990,09109990,5.00,5.00,5.00,5.00,4.16,4.10,18.00,5.00
1868,8901595862740,CHING RED CHILLI SAUCE 200G,21039020,21039020,56.00,56.00,56.00,56.00,52.80,44.76,12.00,5.00
1873,8901595853908,CHINGS CHOWMEIN READY  IN 5 MINITES 140G,19021900,19021900,28.00,30.00,28.00,30.00,24.00,22.86,18.00,5.00
1885,8901571011018,SENSODYNE 3PACK 140 MRP,96032100,96032100,117.80,130.00,117.80,117.80,84.50,88.59,18.00,5.00
1894,8901571004829,SENSODYNE REPID RELIEF S,330610,330610,105.00,107.00,105.00,105.00,93.00,93.04,18.00,5.00
1895,8901571004614,SENSODYNE  GEL 75g  L,330610,330610,117.80,135.00,117.80,130.00,84.50,117.39,18.00,5.00
1896,8901571004102,SENSODYNE  MINT 40g  S,330610,330610,80.00,84.50,80.00,80.00,73.40,73.47,18.00,5.00
1897,8901571004096,SENSODYNE  MINT 75g  L,330610,330610,120.00,135.00,120.00,130.00,115.00,117.39,18.00,5.00
1898,8901571004089,SENSODYNE  GEL 40g  S,330610,330610,80.00,85.00,80.00,80.00,73.40,73.91,18.00,5.00
1912,8901542016226,GLUCON D PL 100GM,170230,170230,38.00,39.00,38.00,38.00,31.27,32.03,18.00,5.00
1917,8901542002052,GLUCON D PL 200GM,170230,170230,75.05,75.00,75.05,75.05,61.36,61.60,18.00,5.00
1919,8901542002014,GLUCON D ORANGE 500GM  PKT,17023020,17023020,204.25,215.00,204.25,200.00,172.76,176.60,18.00,5.00
1925,8901542001628,GLUCON-D NIMBU PANI 1KG,,,388.55,409.00,388.55,388.55,328.60,336.00,18.00,5.00
1930,8901542000546,GLUCON -D REGULAR 1KG,17023020,17023020,255.55,269.00,255.55,255.55,216.16,220.96,18.00,5.00
1934,8901542000065,COMPLAN KESAR BADAM 360/-,19011090,19011090,307.80,324.00,307.80,305.00,287.01,289.97,12.00,5.00
1937,8901531700341,SUTHOL CHANDAN SPAY 100ML,300490,300490,85.50,90.00,85.50,85.50,71.12,71.72,18.00,5.00
1939,8901531700327,SUTHOL NEEM LIQUD 200ML,30049011,30049011,80.75,85.00,80.75,80.75,72.24,72.24,18.00,5.00
2128,8901396602125,DETTOL ICY COOL 100G,34011190,34011190,177.00,182.00,177.00,177.00,162.60,162.62,18.00,5.00
2137,8901396528456,MORTEIN  SMART PROTECTION,38089191,38089191,98.00,100.00,98.00,98.00,84.00,84.54,18.00,18.00
2138,8901396528432,MORTEIN LIQUID COMBO,38089191,38089191,170.00,180.00,170.00,170.00,148.00,153.81,18.00,18.00
2139,8901396528388,M0RTEIN SMART +OIL,38089191,38089191,83.00,85.00,83.00,83.00,71.00,72.64,18.00,18.00
2152,8901396389699,DETTOL SENSITIVE HAND WASH  675ML,34013090,34013090,108.00,109.00,108.00,105.00,96.00,95.63,18.00,18.00
2153,8901396389682,DETTOL SKINCARE HAND WASH  675ML,34013090,34013090,108.00,109.00,108.00,105.00,96.00,95.63,18.00,18.00
2154,8901396389675,DETTOL ORIGINAL HAND WASH 650ML,34013090,34013090,98.00,99.00,98.00,95.00,87.00,86.85,18.00,18.00
2168,8901396350101,DETTOL  60ML,30049099,30049099,39.42,41.49,39.42,39.42,36.33,36.39,18.00,5.00
2177,8901396174400,HARPIC 900ML,38089400,38089400,190.00,195.00,190.00,190.00,167.00,171.95,18.00,18.00
2310,8901277020529,PARK AVENUE TUSCANY BLOOM 120ML,33030090,33030090,191.25,225.00,191.25,200.00,150.00,150.42,18.00,18.00
2311,8901277020505,PARK AVENUE ATLANTIC WAVE 120ML,33030090,33030090,191.25,225.00,191.25,210.00,151.00,200.00,18.00,18.00
2313,8901277019776,PARK AVENUE POCKET PERFUME VOYAGE,NA,NA,65.00,70.00,65.00,65.00,40.00,39.07,18.00,18.00
2337,8901277012449,PARK AVENUE GOOD MORNING SHAVING CREAM,3307,3307,73.00,65.00,73.00,65.00,58.13,54.70,18.00,18.00
2338,8901277012401,PARK AVENUE CLASSIC SHVING CREAM,3307,3307,73.00,65.00,73.00,60.00,58.13,54.60,18.00,18.00
2341,8901277007087,PARK AVENUE GM,3303,3303,191.25,225.00,191.25,200.00,123.00,120.00,18.00,18.00
2355,8901262200189,AMUL LASSI 200ML,0403,0403,20.00,20.00,20.00,20.00,18.00,18.00,5.00,0.00
2357,8901262180016,AMUL MALAI PANEER 200G,0406,0406,93.00,95.00,93.00,93.00,84.70,84.70,5.00,5.00
2358,8901262152242,AMUL KOOL BADAM FLAVOUR,80402,80402,25.00,25.00,25.00,25.00,22.33,22.25,12.00,0.00
2359,8901262152235,AMUL KOOL ROSE FLAVOUR,90402,90402,25.00,25.00,25.00,25.00,22.33,22.25,12.00,0.00
2360,8901262152211,AMUL KOOL KESAR 180ML,0402,0402,25.00,25.00,25.00,25.00,22.25,22.25,12.00,5.00
2361,8901262151931,AMUL KADHAI DOODH  200ML,0402,0402,25.00,25.00,25.00,25.00,22.20,22.25,12.00,0.00
2362,8901262151863,AMUL FRESH CREAM 250ML,0401,0401,70.00,72.00,70.00,70.00,65.10,66.96,5.00,0.00
2363,8901262151696,AMUL LASSI 25/-,04039010,04039010,25.00,25.00,25.00,25.00,22.50,22.50,5.00,0.00
2365,8901262151375,AMUL COOL KESAR 180ML,0402,0402,20.00,20.00,20.00,20.00,17.80,17.80,12.00,0.00
2367,8901262150989,AMUL GOLD 1L,0401,0401,80.00,83.00,80.00,80.00,75.20,78.00,5.00,5.00
2368,8901262150477,AMUL KOOL COFE MILK COFFEE 200ML,0402,0402,25.00,25.00,25.00,25.00,22.20,22.25,12.00,5.00
2369,8901262150064,AMUL TAZA 1L,0401,0401,75.00,75.00,75.00,75.00,70.50,72.38,5.00,0.00
2373,8901262120005,AMUL MITHAI MATE 200GM,04022920,04022920,64.00,64.00,64.00,64.00,58.20,58.24,12.00,5.00
2376,8901262090346,Amulya Dairy Whitener 200GM,0402,0402,96.00,99.00,96.00,95.00,92.20,92.27,12.00,5.00
2379,8901262080279,AMULSPRAY 10/-,04022990,04022990,10.00,10.00,10.00,10.00,9.20,9.25,12.00,0.00
2380,8901262080118,AMULSPRAY 200GM,04022990,04022990,95.00,103.00,95.00,101.00,90.00,96.00,12.00,0.00
2396,8901262020046,AMUL CHEESE SLICE  100G,0406,0406,80.00,82.00,80.00,82.00,73.40,75.27,28.00,5.00
2398,8901262020015,AMUL CHEESE  SLICES 200G,0406,0406,140.00,140.00,140.00,140.00,136.78,128.52,12.00,5.00
2400,8901262010320,AMUL BUTTER 200G,0405,0405,115.00,118.00,115.00,115.00,108.08,108.09,12.00,0.00
2401,8901262010023,AMUL BUTTER 500GM,0405,0405,280.00,295.00,280.00,285.00,261.00,270.22,12.00,0.00
2402,8901262010016,AMUL BUTTER 100G,0405,0405,58.00,60.00,58.00,60.00,53.10,54.96,12.00,0.00
